#V3.30.01.05-trans
#_SS-V3.30.01.05-trans;_2017_01_13;_Stock_Synthesis_by_Richard_Methot_(NOAA)_using_ADMB_11.2
#_SS-V3.30.01.05-trans;user_support_available_at:NMFS.Stock.Synthesis@noaa.gov
#_SS-V3.30.01.05-trans;user_info_available_at:https://vlab.ncep.noaa.gov/group/stock-synthesis
#_Start_time: Tue Jan 31 09:42:17 2017
#_Number_of_datafiles: 2
#_observed data:
#V3.30.01.05-trans
1889 #_styr
2016 #_endyr
1 #_nseas
12 #_months/season
2 #_N_subseasons(even number, minimum is 2)
1 #_spawn_month
2 #_Ngenders
25 #_Nages=accumulator age
1 #_N_areas
8 #_Nfleets (including surveys)
#_fleet_type: 1=catch fleet; 2=bycatch only fleet; 3=survey; 4=ignore 
#_survey_timing: -1=for use of catch-at-age to override the month value associated with a datum 
#_fleet_area:  area the fleet/survey operates in 
#_units of catch:  1=bio; 2=num (ignored for surveys; their units read later)
#_catch_mult: 0=no; 1=yes
#_rows are fleets
#_fleet_type, timing, area, units, need_catch_mult fleetname
#north fishery
1	-1	1	1	0	1_N_TRAWL	#
1	-1	1	1	0	2_N_FIX	# this is the OR nearshore index
1	-1	1	2	0	3_WA_REC	#
1	-1	1	1	0	4_OR_REC	#
#North survey
3	0.5	1	1	0	5_N_TRI_Early	#
3	0.5	1	1	0	6_N_TRI_Late	#
3	0.5	1	1	0	7_N_NWFSC	#
#research studies
#Lam study
3 0.5  1 1 0 8_N_Lam_Research  #
#_Catch data: yr, seas, fleet, catch, catch_se
#_catch_se:  standard error of log(catch); can be overridden in control file with detailed F input
#Year	Season	Fleet	Catch	Catch_se
#commercial fleets
2011	7	1	0	1	352	0	0	0	0.00016683	0	0.00043793	0.000944837	0.004206347	0.00476108	0.00913434	0.01560372	0.013339571	0.014064985	0.016936223	0.011447896	0.011225118	0.035035079	0.045700684	0.037049891	0.110779529	0.185904974	0.20634562	0.137868356	0.061722698	0.047579344	0.01544223	0.000977149	0.008737737	0.002690139	0.000312807	0	0.00137635	0	0	0.000104269	0.000104269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016683	0	0.00043793	0.000944837	0.004206347	0.00476108	0.00913434	0.01560372	0.013339571	0.014064985	0.016936223	0.011447896	0.011225118	0.035035079	0.045700684	0.037049891	0.110779529	0.185904974	0.20634562	0.137868356	0.061722698	0.047579344	0.01544223	0.000977149	0.008737737	0.002690139	0.000312807	0	0.00137635	0	0	0.000104269	0.000104269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	1	0	1	353	0	0	0	0.001917766	0.000585577	0.004074642	0.00232279	0.002874208	0.002945153	0.007085485	0.006221759	0.029220306	0.052452387	0.037113283	0.069993679	0.073493317	0.060004977	0.086808566	0.05923966	0.079851032	0.072873523	0.108300906	0.098526046	0.072046548	0.041468708	0.018633905	0.007700341	0.00052702	0	0.000292789	0.00155178	0.001873847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001917766	0.000585577	0.004074642	0.00232279	0.002874208	0.002945153	0.007085485	0.006221759	0.029220306	0.052452387	0.037113283	0.069993679	0.073493317	0.060004977	0.086808566	0.05923966	0.079851032	0.072873523	0.108300906	0.098526046	0.072046548	0.041468708	0.018633905	0.007700341	0.00052702	0	0.000292789	0.00155178	0.001873847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	1	0	1	269	0	0	0	0.002914918	0.004174451	0.002186189	0.001659884	0	0.002321138	0.008545221	0.011860169	0.016134958	0.049937469	0.027204598	0.044757745	0.038898211	0.067837167	0.086587548	0.113136737	0.121106767	0.102495502	0.082515618	0.089806178	0.056970639	0.040976391	0.018163957	0.006353827	0.001349499	0	0.001835319	0	0	0	0	0	0	0	0	0	0	0	0	0.0002699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002914918	0.004174451	0.002186189	0.001659884	0	0.002321138	0.008545221	0.011860169	0.016134958	0.049937469	0.027204598	0.044757745	0.038898211	0.067837167	0.086587548	0.113136737	0.121106767	0.102495502	0.082515618	0.089806178	0.056970639	0.040976391	0.018163957	0.006353827	0.001349499	0	0.001835319	0	0	0	0	0	0	0	0	0	0	0	0	0.0002699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	1	0	1	298	0	0	0	0	0.002771959	0.00089418	0.001117726	0.008718259	0.00798056	0.022265093	0.048956379	0.091106157	0.094862433	0.131404058	0.12928971	0.04933268	0.021996839	0.0297315	0.091708027	0.064258026	0.060196956	0.043695618	0.032968857	0.019761388	0.031659576	0.011551694	0.001760418	0.000223545	0	0.00044709	0.000223545	0.00044709	0.000223545	0	0	0	0	0.000223545	0.000223545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002771959	0.00089418	0.001117726	0.008718259	0.00798056	0.022265093	0.048956379	0.091106157	0.094862433	0.131404058	0.12928971	0.04933268	0.021996839	0.0297315	0.091708027	0.064258026	0.060196956	0.043695618	0.032968857	0.019761388	0.031659576	0.011551694	0.001760418	0.000223545	0	0.00044709	0.000223545	0.00044709	0.000223545	0	0	0	0	0.000223545	0.000223545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	1	0	1	224	0	0	0	0.063029325	0.011662315	0.004067886	0.001877486	0.002565897	0.001564571	0.002816229	0.012641737	0.019290167	0.026061169	0.042623042	0.044353755	0.071625546	0.116684972	0.120381834	0.133029252	0.121710705	0.06619102	0.056418445	0.030712536	0.012766903	0.011702994	0.011765577	0.003629806	0.000312914	0.003316891	0.000312914	0.001251657	0	0.005632457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.063029325	0.011662315	0.004067886	0.001877486	0.002565897	0.001564571	0.002816229	0.012641737	0.019290167	0.026061169	0.042623042	0.044353755	0.071625546	0.116684972	0.120381834	0.133029252	0.121710705	0.06619102	0.056418445	0.030712536	0.012766903	0.011702994	0.011765577	0.003629806	0.000312914	0.003316891	0.000312914	0.001251657	0	0.005632457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#REC	COMPS
#year	MONTH	Fleet	gender	partition	nSamps	F10	F12	F14	F16	F18	F20	F22	F24	F26	F28	F30	F32	F34	F36	F38	F40	F42	F44	F46	F48	F50	F52	F54	F56	F58	F60	F62	F64	F66	F68	F70	F72	F74	F76	F78	F80	F82	F84	F86	F88	F90	F92	F94	F96	F98	F100	F102	F104	F106	F108	F110	F112	F114	F116	F118	F120	F122	F124	F126	F128	F130	M10	M12	M14	M16	M18	M20	M22	M24	M26	M28	M30	M32	M34	M36	M38	M40	M42	M44	M46	M48	M50	M52	M54	M56	M58	M60	M62	M64	M66	M68	M70	M72	M74	M76	M78	M80	M82	M84	M86	M88	M90	M92	M94	M96	M98	M100	M102	M104	M106	M108	M110	M112	M114	M116	M118	M120	M122	M124	M126	M128	M130
#wa
1979	7	3	3	2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	1	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1980	7	3	3	2	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	2	0	1	5	1	2	1	1	1	1	1	2	2	3	3	1	2	1	3	0	0	1	1	0	0	0	2	0	2	0	0	2	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	6	10	12	11	4	10	5	6	18	5	10	13	12	12	8	5	5	5	7	6	6	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1981	7	3	3	2	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	1	6	7	7	9	4	7	7	4	2	10	6	4	2	1	7	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1982	7	3	3	2	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	3	6	5	9	5	9	2	3	4	6	1	2	0	2	0	0	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1983	7	3	3	2	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	1	2	6	2	5	2	0	4	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1986	7	3	3	2	359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	6	3	5	3	6	6	3	9	6	7	4	7	13	6	6	13	6	8	6	5	7	9	1	5	7	4	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	4	9	14	11	16	10	9	7	5	8	6	14	11	12	15	5	11	6	7	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
1987	7	3	3	2	336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	1	4	0	3	5	5	6	13	8	13	6	0	6	3	4	8	4	6	2	2	2	2	1	1	0	1	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	6	7	4	6	9	18	16	17	17	9	14	12	13	9	6	13	11	2	4	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1988	7	3	3	2	279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	7	17	10	5	3	2	3	1	2	2	1	1	2	4	3	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	13	26	41	37	23	13	10	14	7	7	7	2	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1989	7	3	3	2	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	4	1	6	5	5	13	5	3	7	5	1	4	2	2	1	3	4	1	2	4	2	2	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	2	5	5	12	18	19	28	23	16	16	13	12	3	11	1	4	6	3	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1990	7	3	3	2	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	5	0	1	4	7	2	1	3	6	1	5	10	0	0	3	3	0	1	1	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	3	4	9	13	9	19	27	28	19	19	7	4	5	3	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
1991	7	3	3	2	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	6	2	2	7	6	1	5	5	2	4	3	3	5	8	10	5	2	7	4	4	3	3	3	3	1	3	2	7	4	1	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	4	2	5	15	16	11	11	11	8	7	4	17	12	14	11	4	6	7	7	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1992	7	3	3	2	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	4	4	13	9	5	6	3	5	8	10	10	15	15	9	6	8	6	6	3	7	3	2	4	5	4	4	3	0	0	3	3	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	15	15	25	19	22	21	25	28	23	22	14	18	15	16	9	11	14	2	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1993	7	3	3	2	542	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	1	8	7	11	8	11	12	19	15	14	11	9	7	7	4	10	5	10	3	4	4	2	1	5	3	1	0	2	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	8	13	27	31	28	48	28	29	20	23	15	13	14	6	6	7	10	5	0	2	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1994	7	3	3	2	674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	8	11	15	18	14	16	13	25	20	16	22	16	13	15	8	6	8	5	3	4	4	2	2	1	3	3	3	3	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	7	22	19	48	47	37	34	32	23	17	18	19	12	11	8	8	6	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1995	7	3	3	2	1,025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	16	17	21	22	24	40	29	26	20	17	25	13	13	12	11	8	5	2	3	1	3	3	3	0	1	1	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	7	1	3	3	13	21	61	109	91	81	51	51	40	36	34	13	14	16	10	7	6	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1996	7	3	3	2	812	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	4	4	11	22	29	23	29	24	31	34	36	20	21	25	13	7	4	4	3	5	5	2	3	0	3	1	1	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	3	2	1	6	13	48	44	77	53	55	37	28	21	17	9	3	5	4	6	2	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1997	7	3	3	2	441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	5	9	12	13	17	12	17	17	19	9	15	13	7	14	2	2	3	2	1	3	2	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	9	35	31	41	27	25	16	13	11	11	4	3	2	3	5	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1998	7	3	3	2	461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	5	14	19	15	24	16	24	10	16	15	14	12	9	10	6	3	8	2	1	2	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	3	7	14	29	49	34	23	24	14	9	5	2	4	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1999	7	3	3	2	431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	3	3	18	22	30	25	16	22	10	15	17	4	7	2	9	5	6	5	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	3	4	15	34	39	36	20	13	11	8	7	4	3	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2000	7	3	3	2	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	21	21	26	24	25	30	18	18	21	15	13	8	7	3	4	9	7	4	5	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	5	24	38	28	26	24	7	8	6	4	6	1	3	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2001	7	3	3	2	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	15	16	29	25	26	29	34	32	35	25	22	22	11	7	4	5	5	6	1	5	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	1	7	34	45	37	39	22	23	15	11	9	4	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2002	7	3	3	2	951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	9	29	39	40	57	61	51	46	31	29	29	17	23	30	17	11	11	10	5	1	0	2	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	16	52	52	64	60	43	38	15	20	9	9	8	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2003	7	3	3	2	1,085	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	28	39	54	60	72	51	41	33	37	28	33	22	17	14	19	10	6	2	6	1	1	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	60	106	86	67	47	45	31	20	10	10	3	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2004	7	3	3	2	1,081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	18	37	48	50	53	41	41	36	31	31	27	14	17	13	9	12	5	5	7	5	1	3	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	55	102	116	67	87	43	30	17	9	8	4	4	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2005	7	3	3	2	1,277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	11	25	30	35	45	52	50	41	42	41	40	30	29	19	17	11	12	11	7	4	4	4	3	3	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	14	67	104	121	89	98	82	47	29	16	15	7	3	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2006	7	3	3	2	897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	15	13	21	17	24	30	33	33	27	28	22	31	16	16	12	2	6	3	1	4	3	4	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	4	38	81	79	78	73	51	46	30	18	9	6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2007	7	3	3	2	936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	6	10	9	18	18	28	30	25	22	27	29	24	20	14	14	13	9	8	9	5	1	0	1	4	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	16	22	48	82	102	81	74	50	42	23	21	8	2	4	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2008	7	3	3	2	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	9	9	21	11	10	16	15	7	14	11	9	4	4	4	2	4	2	2	2	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	8	20	25	49	48	32	27	27	14	12	10	5	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2009	7	3	3	2	672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	15	19	8	15	14	18	23	22	18	16	17	13	13	7	9	10	10	7	4	3	6	3	3	5	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	18	19	24	31	46	67	39	36	28	25	11	12	4	3	4	1	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2010	7	3	3	2	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	6	10	15	28	20	22	17	9	14	13	18	11	13	7	7	3	6	2	2	4	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	17	20	31	34	38	34	30	21	16	12	8	5	4	5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2011	7	3	3	2	409	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	13	15	15	18	4	12	8	12	10	11	15	21	18	8	7	1	2	6	0	2	0	2	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	21	32	31	26	22	16	11	8	9	4	1	3	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2012	7	3	3	2	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	8	15	19	18	21	10	12	9	10	15	7	10	5	5	4	7	4	5	1	1	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	8	19	28	23	27	26	17	16	10	6	3	3	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2013	7	3	3	2	354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	5	6	11	15	17	10	10	8	9	7	7	1	5	2	3	1	2	2	2	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	13	21	32	27	34	30	19	18	8	2	2	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2014	7	3	3	2	697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	7	6	7	16	15	14	14	14	29	28	34	25	29	20	11	12	9	3	5	3	2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	5	22	36	43	49	54	55	45	30	14	9	6	9	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2015	7	3	3	2	501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	3	8	8	13	10	7	8	8	12	5	14	18	18	22	17	11	5	8	1	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	22	25	30	39	33	42	27	30	19	14	3	6	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2016	7	3	3	2	832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	13	24	24	22	22	25	24	20	28	18	17	9	23	28	26	28	20	19	14	5	6	3	4	0	6	2	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	12	44	57	45	38	41	30	29	28	24	22	14	3	4	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
#year	MONTH	Fleet	gender	partition	nSamps	F10	F12	F14	F16	F18	F20	F22	F24	F26	F28	F30	F32	F34	F36	F38	F40	F42	F44	F46	F48	F50	F52	F54	F56	F58	F60	F62	F64	F66	F68	F70	F72	F74	F76	F78	F80	F82	F84	F86	F88	F90	F92	F94	F96	F98	F100	F102	F104	F106	F108	F110	F112	F114	F116	F118	F120	F122	F124	F126	F128	F130	M10	M12	M14	M16	M18	M20	M22	M24	M26	M28	M30	M32	M34	M36	M38	M40	M42	M44	M46	M48	M50	M52	M54	M56	M58	M60	M62	M64	M66	M68	M70	M72	M74	M76	M78	M80	M82	M84	M86	M88	M90	M92	M94	M96	M98	M100	M102	M104	M106	M108	M110	M112	M114	M116	M118	M120	M122	M124	M126	M128	M130
#OR					Nfish	Unsex10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130	Unsex10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90	92	94	96	98	100	102	104	106	108	110	112	114	116	118	120	122	124	126	128	130
2001	7	4	0	2	1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	124	131	139	112	95	82	85	71	73	48	33	32	24	15	28	18	12	7	8	4	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	16	124	131	139	112	95	82	85	71	73	48	33	32	24	15	28	18	12	7	8	4	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
